dataset_key,domain,frequency,model,model_family,horizon_type,horizon,experiment_type,n_series,mae,rmse,smape,avg_fit_time_seconds,avg_inference_time_seconds,avg_series_total_time_seconds,avg_peak_memory_mb
bitcoin,finance,daily,seasonal_naive,traditional,short,15,tuned,18,7.655635749782972e+17,9.761890147985352e+17,29.094887283369896,1.655684577094184e-06,0.0001748138003878611,0.00017980734507236113,0.0487136840820312
bitcoin,finance,daily,prophet,traditional,short,15,tuned,18,3.637077659125003e+18,3.651928003281014e+18,50.99227585930112,0.00010601679484045616,1.9041728840933905,1.904284291797214,142.92027473449707
bitcoin,finance,daily,lstm,traditional,short,15,tuned,18,5.486436368257308e+18,5.49837757157712e+18,148.12829461677234,1.5576680501302082e-05,120.27049177222781,120.27052183945973,2.0643606185913086
car_parts,retail,monthly,naive,traditional,long,5,tuned,2674,0.5727000747943156,0.7505348337149196,53.13108091443395,3.080539232594983e-07,6.60002187017011e-06,9.172339000716106e-06,3.2200241088867188
car_parts,retail,monthly,seasonal_naive,traditional,long,5,tuned,2674,0.5638743455497383,0.8651304586989211,57.76588267102265,3.8027495881382353e-07,3.530092888477566e-05,3.799816165829889e-05,3.3022918701171875
car_parts,retail,monthly,timesfm,foundation,long,5,tuned,2671,0.3790915630261289,0.5431093974354884,122.18134949525468,1.2726249966180445e-05,0.4556340679431488,0.4556546650411305,4.656291961669922
car_parts,retail,monthly,arima,traditional,long,5,tuned,2674,0.5527729242500277,0.6644316858846833,176.2576147718596,8.929551494772432e-07,0.14710770602001566,0.14711342378614903,6.217399597167969
car_parts,retail,monthly,lstm,traditional,long,5,tuned,2674,0.527254498529758,0.6273511509068286,178.58558062625772,1.5548921469529352e-06,0.20141373620429137,0.20142125316582776,5.065670967102051
car_parts,retail,monthly,uni2ts,foundation,long,5,tuned,2674,0.9128750231270308,1.2280310695150578,179.33022033400295,1.127183125281209e-06,1.0150936186625696,1.015099136349686,19.162495613098145
car_parts,retail,monthly,prophet,traditional,long,5,tuned,2674,0.5668284231078555,0.6707766550644912,180.75149912208465,1.0010816307324639e-05,0.16486132341083873,0.16487553107176772,6.590620040893555
car_parts,retail,monthly,naive,traditional,short,2,tuned,2674,0.5046746447270007,0.5875445789123087,48.587146206633264,3.2267645391494193e-07,5.1630015861836494e-06,7.560383319498057e-06,3.2402610778808603
car_parts,retail,monthly,seasonal_naive,traditional,short,2,tuned,2674,0.581712789827973,0.7223611478550882,58.448705404387674,5.429060314694892e-07,2.544150926679793e-05,2.8951005785876353e-05,3.3231849670410165
